Date,Close,High,Low,Open,Volume,sector_EXP_ret,sector_EXX_ret,MA5,EMA5,Close/MA5,MA10,EMA10,Close/MA10,MA20,EMA20,Close/MA20,MA50,EMA50,Close/MA50,MA100,EMA100,Close/MA100,MA200,EMA200,Close/MA200,RSI,MACD,MACD_signal,Momentum,Volatility_5,Range_5,Volatility_10,Range_10,Volatility_20,Range_20,Return_1d,Return_1d_future,Return_5d,Return_5d_future,Return_10d,Return_10d_future,DayOfWeek,Day,Month,Year,IsMonthStart,IsMonthEnd,Target
2015-01-29,4631.43017578125,4632.3798828125,4571.0498046875,4571.0498046875,117222200,0.01747862605987871,-0.9983639688596206,4636.47998046875,4607.656559501955,0.9989108537707976,4544.058984375,4541.964625471366,1.0192275654226057,4375.2344970703125,4445.2434272660785,1.0585558737211658,,4343.021572569748,,,4299.736423469894,,,4276.475373024307,,81.64158611974453,106.81625058349618,74.61212322148371,308.22998046875,24.18618523181105,75.2298828125,109.30332417277302,76.76689453125,197.03794649220842,95.4754638671875,0.004443830246192881,0.00590327974833027,0.017270772813861246,-0.01528068205106159,0.07129671690960637,-0.02005205357683404,3,29,1,2015,0,0,0
2015-01-30,4604.25,4660.7099609375,4583.68017578125,4655.9501953125,142104300,0.002816197087120109,608.9411844161555,4629.1919921875,4606.52103966797,0.9946120203634687,4566.52197265625,4553.289239022027,1.0082618736030748,4392.832495117187,4460.386910383595,1.0481278321260399,,4353.265824625836,,,4305.766395282371,,,4279.736812098693,,77.13582359466466,105.82213652546034,80.85412588227905,224.6298828125,27.81798082289777,73.10390625,93.7264986672452,75.223828125,201.1537857515735,94.9939453125,-0.0058686355509322,-0.005060845365027822,-0.007852268060642653,-0.018499090632689175,0.05128980980130127,-0.032590488581864085,4,30,1,2015,0,0,1
2015-02-02,4627.669921875,4646.5498046875,4584.3701171875,4613.31005859375,123784000,0.0379105376339226,0.0029896571636105485,4619.7,4613.570667070314,1.0017252033411261,4589.795947265625,4566.812999540749,1.0082517774307458,4418.647998046875,4476.318625763729,1.047304497647361,,4364.026769615999,,,4312.140722541631,,,4283.198833091493,,75.78609381402441,105.70557783725053,85.82441627327336,232.73974609375,11.585524942534319,73.09580078125,72.98436436013749,75.8408203125,196.1990175983959,89.529443359375,0.0050865877993158115,-0.01073772024142361,-0.010151581266646836,-0.00503327310146795,0.052956414956553344,-0.0261535303042727,0,2,2,2015,0,0,1
2015-02-03,4677.89990234375,4701.52001953125,4645.14990234375,4651.06982421875,146301200,0.03747300871884507,0.040576934814453125,4630.43798828125,4635.013745494793,1.0102499837342853,4612.983935546875,4587.010618232203,1.0140724458840282,4448.367993164063,4495.516842580874,1.0515991279346528,,4376.335519919048,,,4319.383478577316,,,4287.126206914898,,85.665181803209,108.41658496693162,90.34285001200502,231.8798828125,28.841222565536675,67.04189453125,57.40152772714764,75.720849609375,187.58981606242486,88.58543701171875,0.010854270359973883,-0.003917957351314061,0.01161061929708862,-0.0037800944212516008,0.05215448463881356,-0.016005571799676543,1,3,2,2015,0,0,1
2015-02-04,4696.2998046875,4696.2998046875,4651.77978515625,4682.81005859375,130750800,0.003781461866596114,0.007577154736414293,4647.5099609375,4655.442431892362,1.010498061146739,4634.13193359375,4606.881379405893,1.013415213892182,4477.546484375,4514.639029448172,1.0488556223985321,,4388.8831389295765,,,4326.8471682032605,,,4291.197585997213,,83.56179064619278,110.77287524163148,94.4288550579303,211.47998046875,38.169386466157086,60.2859375,41.763267849096614,72.362890625,177.7636608605952,87.6029296875,0.003933368119854563,-0.0014883167756015725,0.01851246478287827,0.003615847035020048,0.04715462131315151,-0.02140640610035416,2,4,2,2015,0,0,1
2015-02-05,4703.2998046875,4705.10009765625,4647.85009765625,4654.56005859375,121316800,-0.008313525041227954,0.006327975381628992,4661.88388671875,4671.394889490742,1.0088839445544193,4649.18193359375,4624.412002184366,1.0116402997057845,4499.701977539063,4532.606722328108,1.0452469581685024,,4401.213204253417,,,4334.301675856414,,,4295.29810558617,,81.95763767562585,111.91500722048022,97.9260854904403,150.5,43.72787073470785,59.469921875,35.90386712712101,67.34990234375,176.85882574626237,85.1414306640625,0.0014905351640908115,0.002615634539366196,0.015517804690670323,-0.004845412737216059,0.033056581983913924,-0.026892707694667006,3,5,2,2015,0,0,0
2015-02-06,4691.02978515625,4707.240234375,4675.3701171875,4698.83984375,154635000,0.03012773395283852,0.010115674355229975,4679.23984375,4677.939854712578,1.0025196275035992,4654.21591796875,4636.524326361072,1.0079097892827384,4525.299975585937,4547.6946330736455,1.0366229444378112,,4412.578560367254,,,4341.365598812846,,,4299.2357342386085,,79.41114846710032,110.55565029292029,100.45199845093632,50.33984375,30.29100110194315,50.43798828125,38.04603619935656,61.770947265625,164.63644841497083,80.550439453125,-0.00260881084361686,0.008589339757692382,0.018847756997610876,-0.01435698919347761,0.010847491296681167,-0.028953221970018594,4,6,2,2015,0,0,0
2015-02-09,4651.080078125,4659.259765625,4611.14990234375,4652.16015625,138917900,-0.0008898229910125899,0.0015337946946658576,4683.921875,4668.986595850052,0.9929883978103285,4651.8109375,4639.170826681786,0.999842887128299,4546.441967773438,4557.540865935679,1.0230153845783734,,4421.931561063636,,,4347.498558799225,,,4302.736672983747,,70.82928697052992,105.04386239227642,101.37037123920435,-24.0498046875,20.579646897864603,47.6240234375,37.33051788466267,60.359912109375,151.07239645814164,78.5999267578125,-0.008516191297199271,-0.009491726416082202,0.005058735096757916,-0.02122709898916908,-0.005144200330330029,-0.043440292669504554,0,9,2,2015,0,0,1
2015-02-10,4695.64990234375,4716.490234375,4636.080078125,4663.4599609375,127662600,-0.009164010368701736,-0.015223875406580878,4687.471875,4677.874364681285,1.001744656301271,4658.954931640625,4649.439749529415,1.0078762235826573,4566.710473632813,4570.694107498352,1.028234640548247,,4432.665613662856,,,4354.392644810007,,,4306.646257355488,,71.1672634431585,103.0838565685699,101.71306830507747,71.43994140625,20.81079909846253,52.43203125,38.28516175925252,59.736962890625,141.80457415987735,76.98193359375,0.009582682617822691,0.0034769606098898898,0.0037944377542380447,-0.012271866191353231,0.01544911282353767,-0.03904479362281765,1,10,2,2015,0,0,0
2015-02-11,4679.3798828125,4694.43994140625,4659.4599609375,4687.8701171875,94464200,-0.012202773782360676,-0.02259423003657457,4684.087890625,4678.376204058357,0.9989948933661295,4665.79892578125,4654.88341012634,1.0029107463153217,4589.5174560546875,4581.045133718748,1.0195799291795398,,4442.340683041274,,,4360.828035661541,,,4310.355049648592,,64.18105909923393,99.07560137008386,101.18557491807876,68.43994140625,20.38779463435277,50.5240234375,34.6972930157487,55.40498046875,118.40644305145804,73.988427734375,-0.0034649132430271123,-0.009906544489257318,-0.00360281978976551,-0.024932102466593498,0.014842947918635607,-0.04154673961951583,2,11,2,2015,0,0,1
2015-02-12,4726.2001953125,4746.75,4664.02978515625,4670.080078125,159105400,0.02938865713031058,0.008142281319664546,4688.66796875,4694.317534476405,1.008004880450621,4675.275927734375,4667.850098342005,1.0108922485785354,4609.667456054687,4594.869425299105,1.0252800750528652,,4453.472428620538,,,4368.063127931858,,,4314.492812292015,,60.55083014925697,98.54111750950324,100.65668343636366,94.77001953125,27.212642586684805,55.61806640625,37.124544154051975,57.543994140625,104.13009757728987,67.1554443359375,0.01000566606527764,-0.006967253773890625,0.0048690050764308435,-0.022154643348520353,0.020462366036915203,-0.037555322438711514,3,12,2,2015,0,0,1
2015-02-13,4759.35986328125,4779.5400390625,4741.2001953125,4748.0400390625,161376000,0.03044483276081955,0.023115464496401783,4702.333984375,4715.998310744687,1.0121271434772043,4690.7869140625,4684.488237421868,1.014618645117555,4628.654443359375,4610.535181297405,1.0282383188292215,,4465.468014293507,,,4375.811578136796,,,4318.919350112803,,60.425800415574244,99.64460232838428,100.4542672147678,155.10986328125,41.89295145537441,56.91201171875,36.550733152131635,53.675,94.11482128675078,64.4494140625,0.007016136980747989,0.0015592899050287379,0.014566114745469205,-0.014808843178015674,0.03368841033420211,-0.038800544068707365,4,13,2,2015,0,0,0
2015-02-16,4751.9501953125,4766.47021484375,4747.22021484375,4757.52001953125,99362700,,,4722.5080078125,4727.982272267292,1.006234438872585,4703.21494140625,4696.754047947437,1.0103621149603847,4646.505444335938,4624.003277870271,1.0226933449750066,,4476.702609627585,,,4383.25986758582,,,4323.228114741656,,67.72006827603025,98.782520313438,100.11991783450183,124.2802734375,34.712846686047406,51.1400390625,33.72476584141549,49.38203125,80.2942078950429,62.61142578125,-0.0015568623053524577,-0.000429121424724177,0.02168746086783435,-0.022694941449027395,0.02685590708404395,-0.03363003319242586,0,16,2,2015,0,0,1
2015-02-17,4753.990234375,4766.669921875,4683.18994140625,4720.93017578125,109444600,-0.0002449197402055736,-0.002994300279430595,4734.17607421875,4736.651592969862,1.0041853449989226,4710.823974609375,4707.160627297903,1.0091632079649515,4661.903955078125,4636.382988013578,1.019752933604856,,4487.576634127483,,,4390.601062967784,,,4327.514304986765,,70.48201783884079,97.14411136297076,99.52475654019563,76.09033203125,33.20007828249397,51.75400390625,35.8926544481191,52.093017578125,68.48446941784664,63.90693359375,0.0004293056489759195,-0.009385136745881595,0.012424335980016465,-0.0271055632770415,0.016265917103768457,-0.02367094842634898,1,17,2,2015,0,0,1
2015-02-18,4799.02978515625,4806.68017578125,4775.8701171875,4782.58984375,140858300,0.0015938975872209493,0.001456167328984792,4758.1060546875,4757.444323698658,1.0086008445373835,4721.09697265625,4723.864110544875,1.016507352624056,4677.614453125,4651.873159170023,1.0259566779707838,,4499.790483187435,,,4398.688760436862,,,4332.2060013068585,,72.42082517917378,98.34630086452216,99.28906540506094,102.72998046875,26.216131462401066,50.92001953125,44.85595761693406,50.722021484375,61.396312838121474,61.5424560546875,0.009474052019623258,-0.007086285405034309,0.025569606516288035,-0.017039466887333488,0.021874664042149217,-0.024061803644282898,2,18,2,2015,0,0,1
